id,tide,year
393,49.0,2009
393,71.0,2010
393,93.0,2011
393,64.0,2012
393,75.0,2013
393,67.0,2014
393,51.0,2015
394,0.0,1985
394,1.0,1986
394,7.0,1987
394,31.0,1988
394,38.0,1989
394,49.0,1990
394,45.0,1991
394,30.0,1992
394,7.0,1993
394,-8.0,1994
394,-16.0,1995
394,-2.0,1996
394,-4.0,1997
394,8.0,1998
394,27.0,1999
394,54.0,2000
394,63.0,2001
394,85.0,2002
394,86.0,2003
394,70.0,2004
394,52.0,2005
394,53.0,2006
394,55.0,2007
394,62.0,2008
394,85.0,2009
394,97.0,2010
394,100.0,2011
394,116.0,2012
394,131.0,2013
394,92.0,2014
394,90.0,2015
395,0.0,1985
395,18.0,1986
395,23.0,1987
395,8.0,1988
395,1.0,1989
395,-3.0,1990
395,1.0,1991
395,8.0,1992
395,20.0,1993
395,30.0,1994
395,52.0,1995
395,42.0,1996
395,48.0,1997
395,50.0,1998
395,67.0,1999
395,55.0,2000
395,62.0,2001
395,60.0,2002
395,57.0,2003
395,41.0,2004
395,53.0,2005
395,52.0,2006
395,58.0,2007
395,62.0,2008
395,76.0,2009
395,67.0,2010
395,72.0,2011
395,76.0,2012
395,91.0,2013
395,106.0,2014
395,129.0,2015
396,0.0,1985
396,12.0,1986
396,17.0,1987
396,0.0,1988
396,-9.0,1989
396,-11.0,1990
396,-2.0,1991
396,4.0,1992
396,21.0,1993
396,24.0,1994
396,42.0,1995
396,43.0,1996
396,44.0,1997
396,50.0,1998
396,68.0,1999
396,63.0,2000
396,55.0,2001
396,51.0,2002
396,47.0,2003
396,28.0,2004
396,26.0,2005
396,33.0,2006
396,32.0,2007
396,25.0,2008
396,39.0,2009
396,41.0,2010
396,38.0,2011
396,51.0,2012
396,61.0,2013
396,77.0,2014
396,96.0,2015
397,0.0,1985
397,-14.0,1986
397,-16.0,1987
397,-37.0,1988
397,-32.0,1989
397,-33.0,1990
397,-40.0,1991
397,-53.5,1992
397,-67.0,1993
397,-59.0,1994
397,-34.0,1995
397,-59.0,1996
397,-57.0,1997
397,-46.0,1998
397,-44.0,1999
397,-49.0,2000
397,-21.0,2001
397,-14.0,2002
397,-21.0,2003
397,-10.0,2004
397,-3.0,2005
397,-6.0,2006
397,19.0,2007
397,36.0,2008
397,31.0,2009
397,27.0,2010
397,34.0,2011
397,22.0,2012
397,7.0,2013
397,-5.0,2014
397,-2.0,2015
405,0.0,1985
405,-22.0,1986
405,-15.0,1987
405,-33.0,1988
405,-62.0,1989
405,-65.0,1990
405,-80.0,1991
405,-94.0,1992
405,-116.0,1993
405,-120.0,1994
405,-135.0,1995
405,-164.0,1996
405,-189.0,1997
405,-206.0,1998
405,-223.0,1999
405,-238.0,2000
405,-240.0,2001
405,-263.0,2002
405,-277.0,2003
405,-301.0,2004
405,-307.0,2005
405,-323.0,2006
405,-337.0,2007
405,-352.0,2008
405,-359.0,2009
405,-368.0,2010
405,-381.0,2011
405,-386.0,2012
405,-413.0,2013
405,-424.0,2014
405,-440.0,2015
407,0.0,1985
407,-11.0,1986
407,-6.0,1987
407,-12.0,1988
407,-10.0,1989
407,8.0,1990
407,16.0,1991
407,12.0,1992
407,9.0,1993
407,16.0,1994
407,10.0,1995
407,2.0,1996
407,-5.0,1997
407,0.0,1998
407,8.0,1999
407,15.0,2000
407,28.0,2001
407,38.0,2002
407,44.0,2003
407,53.0,2004
407,50.0,2005
407,40.0,2006
407,39.0,2007
407,38.0,2008
407,25.0,2009
407,33.0,2010
407,54.0,2011
407,67.0,2012
407,80.0,2013
407,79.0,2014
407,77.0,2015
408,0.0,1985
408,-7.0,1986
408,1.0,1987
408,4.0,1988
408,-32.0,1989
408,-39.0,1990
408,-52.0,1991
408,-66.0,1992
408,-61.0,1993
408,-26.0,1994
408,-11.0,1995
408,11.0,1996
408,30.0,1997
408,38.0,1998
408,53.0,1999
408,56.0,2000
408,59.0,2001
408,78.0,2002
408,73.0,2003
408,63.0,2004
408,60.0,2005
408,49.0,2006
408,31.0,2007
408,28.0,2008
408,36.0,2009
408,61.0,2010
408,69.0,2011
408,84.0,2012
408,103.0,2013
408,107.0,2014
408,115.0,2015
409,0.0,1985
409,-9.0,1986
409,-12.0,1987
409,-23.0,1988
409,-84.0,1989
409,-103.0,1990
409,-129.0,1991
409,-155.0,1992
409,-185.0,1993
409,-165.0,1994
409,-175.0,1995
409,-188.0,1996
409,-201.0,1997
409,-59.0,1998
409,83.0,1999
409,42.0,2000
409,29.0,2001
409,21.0,2002
409,17.0,2003
409,6.0,2004
409,10.0,2005
409,16.0,2006
409,20.0,2007
409,20.0,2008
409,23.0,2009
409,35.0,2010
409,35.0,2011
409,48.0,2012
409,72.0,2013
409,73.0,2014
409,73.0,2015
410,0.0,1985
410,-2.0,1986
410,0.0,1987
410,-3.0,1988
410,-8.0,1989
410,-35.0,1990
410,-41.0,1991
410,-48.0,1992
410,-54.0,1993
410,-39.0,1994
410,-23.0,1995
410,-27.0,1996
410,-30.0,1997
410,-27.0,1998
410,-41.0,1999
410,-40.0,2000
410,-41.0,2001
410,-39.0,2002
410,-5.0,2003
410,4.0,2004
410,24.0,2005
410,22.0,2006
410,16.0,2007
410,3.0,2008
410,12.0,2009
410,32.0,2010
410,37.0,2011
410,45.0,2012
410,61.0,2013
410,65.0,2014
410,53.0,2015
411,0.0,1985
411,-10.0,1986
411,-11.0,1987
411,-11.0,1988
411,-15.0,1989
411,11.0,1990
411,7.0,1991
411,0.0,1992
411,-2.0,1993
411,2.0,1994
411,-1.0,1995
411,1.0,1996
411,12.0,1997
411,27.0,1998
411,45.0,1999
411,61.0,2000
411,63.0,2001
411,74.0,2002
411,72.0,2003
411,54.0,2004
411,56.0,2005
411,73.0,2006
411,69.0,2007
411,69.0,2008
411,85.0,2009
411,96.0,2010
411,93.0,2011
411,73.0,2012
411,77.0,2013
411,70.0,2014
411,48.0,2015
412,0.0,1985
412,17.0,1986
412,31.0,1987
412,18.0,1988
412,11.0,1989
412,9.0,1990
412,10.0,1991
412,14.0,1992
412,28.0,1993
412,30.0,1994
412,35.0,1995
412,50.0,1996
412,54.0,1997
412,66.0,1998
412,77.0,1999
412,79.0,2000
412,70.0,2001
412,60.0,2002
412,51.0,2003
412,55.0,2004
412,75.0,2005
412,87.0,2006
412,96.0,2007
412,99.0,2008
412,110.0,2009
412,113.0,2010
412,126.0,2011
412,141.0,2012
412,149.0,2013
412,162.0,2014
412,165.0,2015
413,0.0,1985
413,-12.0,1986
413,-14.0,1987
413,-10.0,1988
413,-5.0,1989
413,1.0,1990
413,-1.0,1991
413,-2.0,1992
413,-12.0,1993
413,-13.0,1994
413,-10.0,1995
413,-8.0,1996
413,-4.0,1997
413,9.0,1998
413,16.0,1999
413,18.0,2000
413,39.0,2001
413,49.0,2002
413,48.0,2003
413,50.0,2004
413,48.0,2005
413,42.0,2006
413,49.0,2007
413,54.0,2008
413,49.0,2009
413,51.0,2010
413,49.0,2011
413,36.0,2012
413,26.0,2013
413,28.0,2014
413,31.0,2015
414,0.0,1985
414,-34.0,1986
414,-23.0,1987
414,-8.0,1988
414,-18.0,1989
414,-26.0,1990
414,-27.0,1991
414,-37.0,1992
414,-49.0,1993
414,-62.0,1994
414,-55.0,1995
414,-38.0,1996
414,-28.0,1997
414,-28.0,1998
414,22.0,1999
414,44.0,2000
414,55.0,2001
414,55.0,2002
414,55.0,2003
414,35.0,2004
414,21.0,2005
414,-7.0,2006
414,13.0,2007
414,17.0,2008
414,7.0,2009
414,33.0,2010
414,49.0,2011
414,29.0,2012
425,0.0,1985
425,-22.0,1986
425,-33.0,1987
425,-75.0,1988
425,-100.0,1989
425,-110.0,1990
425,33.0,1991
425,-40.0,1992
425,-83.0,1993
425,-96.0,1994
425,-102.0,1995
425,-149.0,1996
425,-154.0,1997
425,-148.0,1998
425,-141.0,1999
425,-143.0,2000
425,-132.0,2001
425,-128.0,2002
425,-124.0,2003
425,-126.0,2004
425,-119.0,2005
425,-113.0,2006
425,-106.0,2007
425,-107.0,2008
425,-113.0,2009
425,-132.0,2010
425,-127.0,2011
425,-137.0,2012
425,-135.0,2013
425,-137.0,2014
425,-106.0,2015
426,0.0,1985
426,-8.0,1986
426,4.0,1987
426,-9.0,1988
426,-33.0,1989
426,-29.0,1990
426,-37.0,1991
426,-40.0,1992
426,-47.0,1993
426,-36.0,1994
426,-34.0,1995
426,-39.0,1996
426,-41.0,1997
426,-39.0,1998
426,-39.0,1999
426,-40.0,2000
426,-32.0,2001
426,-47.0,2002
426,-48.0,2003
426,-50.0,2004
426,-41.0,2005
426,-36.0,2006
426,-27.0,2007
426,-33.0,2008
426,-43.0,2009
426,-50.0,2010
426,-71.0,2011
426,-84.0,2012
426,-115.0,2013
426,-117.0,2014
426,-126.0,2015
427,0.0,1985
427,-8.0,1986
427,-10.0,1987
427,-14.0,1988
427,-18.0,1989
427,-21.0,1990
427,-10.0,1991
427,-9.0,1992
427,-8.0,1993
427,0.0,1994
427,5.0,1995
427,13.0,1996
427,30.0,1997
427,41.0,1998
427,48.0,1999
427,58.0,2000
427,56.0,2001
427,51.0,2002
427,48.0,2003
427,41.0,2004
427,36.0,2005
427,32.0,2006
427,32.0,2007
427,36.0,2008
427,55.0,2009
427,82.0,2010
427,99.0,2011
427,106.0,2012
427,112.0,2013
427,108.0,2014
427,87.0,2015
428,0.0,1985
428,12.0,1986
428,10.0,1987
428,2.0,1988
428,-1.0,1989
428,5.0,1990
428,13.0,1991
428,27.0,1992
428,39.0,1993
428,49.0,1994
428,56.0,1995
428,61.0,1996
428,59.0,1997
428,63.0,1998
428,69.0,1999
428,52.0,2000
428,27.0,2001
428,22.0,2002
428,30.0,2003
428,24.0,2004
428,36.0,2005
428,46.0,2006
428,49.0,2007
428,48.0,2008
428,57.0,2009
428,61.0,2010
428,69.0,2011
428,92.0,2012
428,98.0,2013
428,107.0,2014
428,121.0,2015
429,0.0,1985
429,6.0,1986
429,16.0,1987
429,3.0,1988
429,-9.0,1989
429,-11.0,1990
429,-6.0,1991
429,-4.0,1992
429,7.0,1993
429,11.0,1994
429,19.0,1995
429,33.0,1996
429,44.0,1997
429,58.0,1998
429,71.0,1999
429,74.0,2000
429,66.0,2001
429,57.0,2002
429,46.0,2003
429,45.0,2004
429,60.0,2005
429,70.0,2006
429,76.0,2007
429,82.0,2008
429,97.0,2009
429,106.0,2010
429,117.0,2011
429,129.0,2012
429,130.0,2013
429,127.0,2014
429,107.0,2015
430,0.0,1985
430,6.0,1986
430,11.0,1987
430,-1.0,1988
430,-17.0,1989
430,-22.0,1990
430,-19.0,1991
430,-12.0,1992
430,2.0,1993
430,8.0,1994
430,15.0,1995
430,22.0,1996
430,31.0,1997
430,42.0,1998
430,54.0,1999
430,55.0,2000
430,52.0,2001
430,41.0,2002
430,31.0,2003
430,29.0,2004
430,44.0,2005
430,53.0,2006
430,56.0,2007
430,63.0,2008
430,75.0,2009
430,85.0,2010
430,94.0,2011
430,109.0,2012
430,110.0,2013
430,107.0,2014
430,87.0,2015
431,0.0,1985
431,-32.0,1986
431,-39.0,1987
431,-75.0,1988
431,-107.0,1989
431,-117.0,1990
431,-116.0,1991
431,-128.0,1992
431,-93.0,1993
431,-85.0,1994
431,-74.0,1995
431,-79.0,1996
431,-69.0,1997
431,-52.0,1998
431,-48.0,1999
431,-53.0,2000
431,-35.0,2001
431,-24.0,2002
431,-60.0,2003
431,-86.0,2004
431,-72.0,2005
431,-83.0,2006
431,-93.0,2007
431,-87.0,2008
431,-50.0,2009
431,-54.0,2010
431,-66.0,2011
431,-78.0,2012
431,-99.0,2013
431,-94.0,2014
431,-94.0,2015
437,0.0,1985
437,12.0,1986
437,-1.0,1987
437,-46.0,1988
437,-59.0,1989
437,-59.0,1990
437,-70.0,1991
437,-60.0,1992
437,-39.0,1993
437,-37.0,1994
437,-17.0,1995
437,-8.0,1996
437,-3.0,1997
437,3.0,1998
437,0.0,1999
437,-18.0,2000
437,-28.0,2001
437,-46.0,2002
437,-61.0,2003
437,-47.0,2004
437,-37.0,2005
437,-21.0,2006
437,-30.0,2007
437,-36.0,2008
437,-39.0,2009
437,-43.0,2010
437,-50.0,2011
437,-40.0,2012
437,-40.0,2013
437,-30.0,2014
437,-16.0,2015
438,0.0,1985
438,-18.0,1986
438,-21.0,1987
438,-12.0,1988
438,-16.0,1989
438,-16.0,1990
438,2.0,1991
438,10.0,1992
438,5.0,1993
438,11.0,1994
438,17.0,1995
438,15.0,1996
438,22.0,1997
438,30.0,1998
438,32.0,1999
438,35.0,2000
438,40.0,2001
438,30.0,2002
438,26.0,2003
438,31.0,2004
438,35.0,2005
438,40.0,2006
438,56.0,2007
438,66.0,2008
438,70.0,2009
438,76.0,2010
438,68.0,2011
438,39.0,2012
444,0.0,1985
444,25.0,1986
444,29.0,1987
444,43.0,1988
444,49.0,1989
444,57.0,1990
444,80.0,1991
444,91.0,1992
444,97.0,1993
444,117.0,1994
444,154.0,1995
444,177.0,1996
444,211.0,1997
444,234.0,1998
444,259.0,1999
444,264.0,2000
444,276.0,2001
444,285.0,2002
444,294.0,2003
444,295.0,2004
444,284.0,2005
444,298.0,2006
444,297.0,2007
444,321.0,2008
444,327.0,2009
444,358.0,2010
444,371.0,2011
444,393.0,2012
444,398.0,2013
444,401.0,2014
444,378.0,2015
445,0.0,1985
445,-15.0,1986
445,-1.0,1987
445,-17.0,1988
445,-50.0,1989
445,-57.0,1990
445,-77.0,1991
445,-98.0,1992
445,-113.0,1993
445,-105.0,1994
445,-107.0,1995
445,-117.0,1996
445,-125.0,1997
445,-138.0,1998
445,-151.0,1999
445,-166.0,2000
445,-167.0,2001
445,-195.0,2002
445,-207.0,2003
445,-225.0,2004
445,-231.0,2005
445,-246.0,2006
445,-261.0,2007
445,-282.0,2008
445,-309.0,2009
445,-328.0,2010
445,-358.0,2011
445,-372.0,2012
445,-405.0,2013
445,-407.0,2014
445,-421.0,2015
446,0.0,1985
446,25.0,1986
446,32.0,1987
446,-6.0,1988
446,-20.0,1989
446,-29.0,1990
446,-25.0,1991
446,-19.0,1992
446,-24.0,1993
446,-37.0,1994
446,-36.0,1995
446,-14.0,1996
446,-33.0,1997
446,-40.0,1998
446,-24.0,1999
446,-10.0,2000
446,-15.0,2001
446,7.0,2002
446,28.0,2003
446,30.0,2004
446,10.0,2005
446,-9.0,2006
446,-5.0,2007
446,-4.0,2008
446,13.0,2009
446,31.0,2010
446,72.0,2011
446,99.0,2012
446,111.0,2013
446,121.0,2014
446,155.0,2015
447,0.0,1985
447,-2.0,1986
447,-31.0,1987
447,-41.0,1988
447,-79.0,1989
447,-108.0,1990
447,-92.0,1991
447,-89.0,1992
447,-107.0,1993
447,-117.0,1994
447,-124.0,1995
447,-156.0,1996
447,-150.0,1997
447,-146.0,1998
447,-148.0,1999
447,-149.0,2000
447,-156.0,2001
447,-166.0,2002
447,-171.0,2003
447,-185.0,2004
447,-192.0,2005
447,-186.0,2006
447,-193.0,2007
447,-203.0,2008
447,-195.0,2009
447,-186.0,2010
447,-201.0,2011
447,-202.0,2012
447,-204.0,2013
447,-214.0,2014
447,-260.0,2015
448,0.0,1985
448,-10.0,1986
448,-14.0,1987
448,-3.0,1988
448,-5.0,1989
448,-2.0,1990
448,-2.0,1991
448,5.0,1992
448,-14.0,1993
448,-22.0,1994
448,-29.0,1995
448,-17.0,1996
448,-26.0,1997
448,-19.0,1998
448,-8.0,1999
448,15.0,2000
448,17.0,2001
448,34.0,2002
448,39.0,2003
448,44.0,2004
448,38.0,2005
448,22.0,2006
448,31.0,2007
448,46.0,2008
448,55.0,2009
448,54.0,2010
448,73.0,2011
448,83.0,2012
448,90.0,2013
448,86.0,2014
448,79.0,2015
453,0.0,1985
453,-8.0,1986
453,-1.0,1987
453,3.0,1988
453,15.0,1989
453,10.0,1990
453,5.0,1991
453,-11.0,1992
453,-19.0,1993
453,-20.0,1994
453,-13.0,1995
453,-7.0,1996
453,2.0,1997
453,1.0,1998
453,6.0,1999
453,11.0,2000
453,26.0,2001
453,40.0,2002
453,47.0,2003
453,46.0,2004
453,35.0,2005
453,30.0,2006
453,26.0,2007
453,26.0,2008
453,27.0,2009
453,33.0,2010
453,33.0,2011
453,33.0,2012
453,34.0,2013
453,45.0,2014
453,49.0,2015
467,0.0,1985
467,6.0,1986
467,4.0,1987
467,4.0,1988
467,5.0,1989
467,1.0,1990
467,-9.0,1991
467,-19.0,1992
467,-26.0,1993
467,-22.0,1994
467,-10.0,1995
467,3.0,1996
467,15.0,1997
467,22.0,1998
467,17.0,1999
467,16.0,2000
467,23.0,2001
467,30.0,2002
467,31.0,2003
467,34.0,2004
467,25.0,2005
467,22.0,2006
467,16.0,2007
467,19.0,2008
467,23.0,2009
467,34.0,2010
467,34.0,2011
467,36.0,2012
467,35.0,2013
467,43.0,2014
467,35.0,2015
468,0.0,1985
468,-4.0,1986
468,14.0,1987
468,38.0,1988
468,23.0,1989
468,21.0,1990
468,18.0,1991
468,-28.0,1992
468,-66.0,1993
468,-54.0,1994
468,-50.0,1995
468,-29.0,1996
468,-10.0,1997
468,-17.0,1998
468,-12.0,1999
468,-12.0,2000
468,-8.0,2001
468,15.0,2002
468,21.0,2003
468,20.0,2004
468,15.0,2005
468,4.0,2006
468,5.0,2007
468,10.0,2008
468,8.0,2009
468,9.0,2010
468,6.0,2011
468,1.0,2012
468,0.0,2013
468,7.0,2014
468,12.0,2015
469,0.0,1985
469,3.0,1986
469,5.0,1987
469,4.0,1988
469,-1.0,1989
469,3.0,1990
469,10.0,1991
469,5.0,1992
469,13.0,1993
469,30.0,1994
469,39.0,1995
469,40.0,1996
469,50.0,1997
469,47.0,1998
469,50.0,1999
469,47.0,2000
469,41.25,2001
469,35.5,2002
469,29.75,2003
469,24.0,2004
469,8.0,2005
469,9.0,2006
469,5.0,2007
469,3.0,2008
469,3.0,2009
469,15.0,2010
469,17.0,2011
469,22.0,2012
469,34.0,2013
469,57.0,2014
470,0.0,1985
470,-18.0,1986
470,-26.0,1987
470,-27.0,1988
470,-21.0,1989
470,-9.0,1990
470,-10.0,1991
470,-7.0,1992
470,-13.0,1993
470,-10.0,1994
470,-7.0,1995
470,-3.0,1996
470,-3.0,1997
470,7.0,1998
470,13.0,1999
470,16.0,2000
470,38.0,2001
470,48.0,2002
470,47.0,2003
470,49.0,2004
470,48.0,2005
470,43.0,2006
470,53.0,2007
470,63.0,2008
470,68.0,2009
470,66.0,2010
470,63.0,2011
470,50.0,2012
470,39.0,2013
470,26.0,2014
470,32.0,2015
471,0.0,1985
471,-4.0,1986
471,-12.0,1987
471,-6.0,1988
471,-3.0,1989
471,-5.0,1990
471,-17.0,1991
471,26.0,1992
471,20.0,1993
471,33.0,1994
471,54.0,1995
471,199.0,1996
471,140.0,1997
471,98.0,1998
471,98.0,1999
471,109.0,2000
471,91.0,2001
471,68.0,2002
471,66.0,2003
471,61.0,2004
471,33.0,2005
471,28.0,2006
471,25.0,2007
471,43.0,2008
471,-12.0,2009
471,-4.0,2010
471,0.0,2011
471,3.0,2012
471,-19.0,2013
471,47.0,2014
471,51.0,2015
474,0.0,1985
474,-6.0,1986
474,17.0,1987
474,21.0,1988
474,4.0,1989
474,11.0,1990
474,11.0,1991
474,-17.0,1992
474,-46.0,1993
474,-29.0,1994
474,-40.0,1995
474,-40.0,1996
474,-37.0,1997
474,-34.0,1998
474,-45.0,1999
474,-29.0,2000
474,7.0,2001
474,55.0,2002
474,55.0,2003
474,52.0,2004
474,49.0,2005
474,46.0,2006
474,46.0,2007
474,44.0,2008
474,55.0,2009
474,66.0,2010
474,77.0,2011
474,80.0,2012
474,81.0,2013
474,92.0,2014
474,95.0,2015
483,0.0,1985
483,8.0,1986
483,20.0,1987
483,8.0,1988
483,9.0,1989
483,-1.0,1990
483,2.0,1991
483,-12.0,1992
483,-8.0,1993
483,-3.0,1994
483,19.0,1995
483,47.0,1996
483,80.0,1997
483,87.0,1998
483,85.0,1999
483,84.0,2000
483,72.0,2001
483,59.0,2002
483,62.0,2003
483,68.0,2004
483,62.0,2005
483,63.0,2006
483,54.0,2007
483,40.0,2008
483,35.0,2009
483,48.0,2010
483,40.0,2011
483,39.0,2012
483,43.0,2013
483,51.0,2014
483,39.0,2015
484,0.0,1985
484,-5.0,1986
484,4.0,1987
484,17.0,1988
484,23.0,1989
484,25.0,1990
484,25.0,1991
484,7.0,1992
484,-8.0,1993
484,-14.0,1994
484,-4.0,1995
484,24.0,1996
484,54.0,1997
484,61.0,1998
484,69.0,1999
484,63.0,2000
484,49.0,2001
484,42.0,2002
484,42.0,2003
484,31.0,2004
484,25.0,2005
484,26.0,2006
484,23.0,2007
484,26.0,2008
484,53.0,2009
484,77.0,2010
484,83.0,2011
484,88.0,2012
484,97.0,2013
484,107.0,2014
484,97.0,2015
485,0.0,1985
485,-5.0,1986
485,4.0,1987
485,9.0,1988
485,23.0,1989
485,22.0,1990
485,19.0,1991
485,-7.0,1992
485,-13.0,1993
485,-24.0,1994
485,-23.0,1995
485,-5.0,1996
485,21.0,1997
485,32.0,1998
485,36.0,1999
485,42.0,2000
485,44.0,2001
485,45.0,2002
485,47.0,2003
485,51.0,2004
485,51.0,2005
485,49.0,2006
485,45.0,2007
485,45.0,2008
485,51.0,2009
485,68.0,2010
485,69.0,2011
485,76.0,2012
485,83.0,2013
485,93.0,2014
485,86.0,2015
486,0.0,1985
486,4.0,1986
486,-10.0,1987
486,-9.0,1988
486,17.0,1989
486,36.0,1990
486,26.0,1991
486,34.0,1992
486,24.0,1993
486,11.0,1994
486,-7.0,1995
486,-14.0,1996
486,-17.0,1997
486,-7.0,1998
486,1.0,1999
486,8.0,2000
486,22.0,2001
486,31.0,2002
486,28.0,2003
486,26.0,2004
486,25.0,2005
486,32.0,2006
486,32.0,2007
486,42.0,2008
486,43.0,2009
486,34.0,2010
486,41.0,2011
486,36.0,2012
486,26.0,2013
486,27.0,2014
486,48.0,2015
487,0.0,1985
487,1.0,1986
487,13.0,1987
487,19.0,1988
487,14.0,1989
487,11.0,1990
487,9.0,1991
487,3.0,1992
487,-4.0,1993
487,-5.0,1994
487,2.0,1995
487,-5.0,1996
487,-1.0,1997
487,-3.0,1998
487,-8.0,1999
487,-14.0,2000
487,-20.0,2001
487,-37.0,2002
487,-49.0,2003
487,-45.0,2004
487,-43.0,2005
487,-49.0,2006
487,-51.0,2007
487,-61.0,2008
487,-68.0,2009
487,-77.0,2010
487,-73.0,2011
487,-83.0,2012
487,-87.0,2013
487,-79.0,2014
487,-69.0,2015
488,0.0,1985
488,-26.0,1986
488,-25.0,1987
488,-32.0,1988
488,-34.0,1989
488,-35.0,1990
488,-12.0,1991
488,-10.0,1992
488,-6.0,1993
488,10.0,1994
488,11.0,1995
488,12.0,1996
488,21.0,1997
488,30.0,1998
488,39.0,1999
488,38.0,2000
488,40.0,2001
488,40.0,2002
488,49.0,2003
488,59.0,2004
488,72.0,2005
488,76.0,2006
488,78.0,2007
488,76.0,2008
488,77.0,2009
488,91.0,2010
488,98.0,2011
488,99.0,2012
488,103.0,2013
488,103.0,2014
488,93.0,2015
489,0.0,1985
489,-11.0,1986
489,-12.0,1987
489,-7.0,1988
489,-1.0,1989
489,9.0,1990
489,11.0,1991
489,13.0,1992
489,4.0,1993
489,5.0,1994
489,7.0,1995
489,8.0,1996
489,9.0,1997
489,21.0,1998
489,26.0,1999
489,29.0,2000
489,49.0,2001
489,59.0,2002
489,55.0,2003
489,55.0,2004
489,52.0,2005
489,47.0,2006
489,54.0,2007
489,58.0,2008
489,54.0,2009
489,54.0,2010
489,48.0,2011
489,37.0,2012
489,26.0,2013
489,27.0,2014
489,29.0,2015
495,0.0,1985
495,4.0,1986
495,36.0,1987
495,34.0,1988
495,4.0,1989
495,-7.0,1990
495,-27.0,1991
495,-51.0,1992
495,-79.0,1993
495,-91.0,1994
495,-92.0,1995
495,-148.0,1996
495,-180.0,1997
495,-210.0,1998
495,-227.0,1999
495,-237.0,2000
495,-228.0,2001
495,-262.0,2002
495,-285.0,2003
495,-314.0,2004
495,-328.0,2005
495,-353.0,2006
495,-371.0,2007
495,-387.0,2008
495,-409.0,2009
495,-427.0,2010
495,-451.0,2011
495,-469.0,2012
495,-506.0,2013
495,-520.0,2014
495,-538.0,2015
496,0.0,1985
496,0.0,1986
496,6.0,1987
496,12.0,1988
496,30.0,1989
496,28.0,1990
496,25.0,1991
496,14.0,1992
496,5.0,1993
496,-10.0,1994
496,-8.0,1995
496,3.0,1996
496,23.0,1997
496,35.0,1998
496,47.0,1999
496,56.0,2000
496,66.0,2001
496,75.0,2002
496,92.0,2003
496,108.0,2004
496,110.0,2005
496,109.0,2006
496,103.0,2007
496,95.0,2008
496,93.0,2009
496,108.0,2010
496,117.0,2011
496,118.0,2012
496,109.0,2013
497,0.0,1985
497,7.0,1986
497,7.0,1987
497,-6.0,1988
497,1.0,1989
497,-8.0,1990
497,0.0,1991
497,15.0,1992
497,28.0,1993
497,43.0,1994
497,57.0,1995
497,57.0,1996
497,64.0,1997
497,78.0,1998
497,88.0,1999
497,87.0,2000
497,92.0,2001
497,101.0,2002
497,101.0,2003
497,104.0,2004
497,115.0,2005
497,112.0,2006
497,115.0,2007
497,121.0,2008
497,126.0,2009
497,127.0,2010
497,134.0,2011
497,129.0,2012
497,128.0,2013
497,125.0,2014
497,131.0,2015
498,0.0,1985
498,3.0,1986
498,10.0,1987
498,9.0,1988
498,10.0,1989
498,22.0,1990
498,30.0,1991
498,22.0,1992
498,21.0,1993
498,18.0,1994
498,3.0,1995
498,2.0,1996
498,6.0,1997
498,4.0,1998
498,2.0,1999
498,-1.0,2000
498,-8.0,2001
498,-9.0,2002
498,-2.0,2003
498,4.0,2004
498,7.0,2005
498,9.0,2006
498,7.0,2007
498,5.0,2008
498,7.0,2009
498,24.0,2010
498,30.0,2011
498,33.0,2012
498,36.0,2013
498,36.0,2014
498,24.0,2015
499,0.0,1985
499,-17.0,1986
499,-34.0,1987
499,-60.0,1988
499,-86.0,1989
499,-101.0,1990
499,-100.0,1991
499,-104.0,1992
499,-99.0,1993
499,-86.0,1994
499,-74.0,1995
499,-71.0,1996
499,-42.0,1997
499,-32.0,1998
499,-31.0,1999
499,-19.0,2000
499,-6.0,2001
499,-21.0,2002
499,-23.0,2003
499,-9.0,2004
499,-8.0,2005
499,-13.0,2006
499,-33.0,2007
499,-44.0,2008
499,-60.0,2009
499,-71.0,2010
499,-74.0,2011
499,-72.0,2012
499,-70.0,2013
499,-77.0,2014
499,-62.0,2015
508,0.0,1985
508,2.0,1986
508,-2.0,1987
508,-25.0,1988
508,-36.0,1989
508,-37.0,1990
508,-37.0,1991
508,-26.0,1992
508,-11.0,1993
508,-6.0,1994
508,0.0,1995
508,-6.0,1996
508,-4.0,1997
508,-8.0,1998
508,-18.0,1999
508,-24.0,2000
508,-21.0,2001
508,-39.0,2002
508,-43.0,2003
508,-30.0,2004
508,-22.0,2005
508,-17.0,2006
508,-21.0,2007
508,-22.0,2008
508,-22.0,2009
508,-29.0,2010
508,-32.0,2011
508,-23.0,2012
508,-23.0,2013
508,-11.0,2014
508,14.0,2015
509,0.0,1985
509,13.0,1986
509,-5.0,1987
509,-11.0,1988
509,15.0,1989
509,36.0,1990
509,27.0,1991
509,38.0,1992
509,25.0,1993
509,10.0,1994
509,-8.0,1995
509,-20.0,1996
509,-25.0,1997
509,-14.0,1998
509,-8.0,1999
509,-1.0,2000
509,14.0,2001
509,22.0,2002
509,19.0,2003
509,17.0,2004
509,14.0,2005
509,20.0,2006
509,21.0,2007
509,28.0,2008
509,27.0,2009
509,15.0,2010
509,18.0,2011
509,8.0,2012
509,-5.0,2013
509,-8.0,2014
509,11.0,2015
510,0.0,1985
510,-1.0,1986
510,-25.0,1987
510,-56.0,1988
